FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,SPIELPLATZ_DETAIL,TYP_DETAIL,SE_ANNO_CAD_DATA
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d66,492416,POINT (16.41138407134659 48.25134505508119),Freiligrathpark,21,"Balancieren, Basketball, Fußball, Karussell, Klettern, Reck, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Torwand, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d65,492417,POINT (16.399160182667195 48.261403011595235),Paul-Hock-Park,21,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d64,492418,POINT (16.46873363744025 48.1598201685521),Trpinpark,11,Sandspielen,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d63,492419,POINT (16.323201119191435 48.15971471012023),PA An den Eisteichen,12,Rodelhügel,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d62,492420,POINT (16.323891561641993 48.16081583847579),PA An den Eisteichen,12,"Basektball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Slackline, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Skaterpark, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d61,492421,POINT (16.37832087828643 48.17928587965303),Humboldtpark,10,"Drehen, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Streetball, Tischtennis, Trampolin, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d60,492422,POINT (16.390194549802747 48.142578832533154),PA Kurt-Tichy-Gasse,10,"Drehen, Karussell, Klettern, Rutschen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d5f,492423,POINT (16.39114877767081 48.2047956501786),Czapkapark,3,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d5e,492385,POINT (16.344024537314795 48.213983632175136),GA Albertplatz,8,"Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d5d,492424,POINT (16.227810583534275 48.21689305140943),PA Schöffelplatz,14,"Basketballkorb, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d5c,492425,POINT (16.490271496330603 48.21446596185902),PA Benjowskigasse,22,"Basketball, Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d5b,492426,POINT (16.3038358549924 48.161758251518854),PA Hervicusgasse,12,"Basketball, Fußball, Skaten","Ballspielkäfig, Skaterpark",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d5a,492427,POINT (16.43650075620394 48.23122313117331),Lagerwiese Rehlacke,22,"Drehen, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Tischtennis, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d59,492428,POINT (16.402770333972192 48.2510207005176),PA An der oberen Alten Donau,21,"Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d58,492429,POINT (16.27568963341578 48.134969595546195),PA Elisenstraße,23,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d57,492430,POINT (16.417930613130252 48.16860230769368),PA Haugerstraße,11,"Basketball, Fitness","Ballspielkäfig, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d56,492431,POINT (16.400066972834733 48.220367415384075),Max-Winter-Park,2,"Basketball, Drehen, Fitness, Fußball, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Streetball, Trampolin, Volleyball, Wasserspiel","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz, Wasserspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d55,492432,POINT (16.332488010748232 48.1902216815023),PA Henriettenplatz,15,"Balancieren, Basketball, Drehen, Fitness, Fußball, Klettern, Schaukeln","Ballspielkäfig, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d54,492433,POINT (16.354390514424225 48.18953003955135),Scheupark,5,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d53,492434,POINT (16.418469348790442 48.17748818440763),PA Hutterergasse,11,"Basketball, Drehen, Fitness, Fußball, Hängematte, Hüpfen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d52,492435,POINT (16.47555982325523 48.159192938653554),PA Münnichplatz,11,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d51,492436,POINT (16.371319864695383 48.229864435822236),GA Wallensteinplatz,20,"Balancieren, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d50,492437,POINT (16.39372845129983 48.27292714711237),Denglerpark,21,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d4f,492438,POINT (16.367546128428767 48.22402806323201),Treppelweg - Roßauer Lände,9,"Balancieren, Basketball, Fitness, Fußball, Streetball","Ballspielkäfig, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d4e,492439,POINT (16.367631086867302 48.223018736303196),Treppelweg - Roßauer Lände,9,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d4d,492440,POINT (16.358888567663733 48.17778446420751),PA Knöllgasse,10,"Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d4c,492441,POINT (16.392275770383332 48.259333478101915),PA Schwaigergasse,21,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d4b,492442,POINT (16.301973568364147 48.169646230656795),Friederike-Stoiber-Park,12,"Klettern, Reck, Sandspielen, Schaukeln, Slackline","Kleinkinderspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d4a,492443,POINT (16.332601182226625 48.21339892327169),Huberpark,16,"Balancieren, Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d49,492444,POINT (16.476971871262005 48.21399068165561),PA Asperner Wies'n,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d48,492445,POINT (16.31946228295484 48.15850977704683),PA Zanaschkagasse,12,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d47,492446,POINT (16.33118883471892 48.17350500189625),PA Schedifkaplatz,12,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d46,492447,POINT (16.353499959514476 48.17510329676567),Martin-Luther-King-Park,10,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d45,492448,POINT (16.354494180917634 48.17569231486006),Martin-Luther-King-Park,10,"Klettern, Rutschen, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d44,492449,POINT (16.30747580713591 48.215562361816744),PA Musilplatz,16,"Fitness, Klettern, Rutschen, Sandkiste, Schaukeln, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d43,492450,POINT (16.32081861400359 48.17104108056725),Bil-Spira-Park,12,"Basketball, Drehen, Fitness, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Volleyball","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d42,492451,POINT (16.394506697403603 48.17183901903983),PA Quellenstraße,10,"Fitnessgerät, Fußball, Klettern, Reck, Rutschen, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d41,492452,POINT (16.317853790104294 48.2453216131306),PA Kranlweg,19,"Klettern, Rutschen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d40,492453,POINT (16.347468156879557 48.198826523536795),Andreaspark,7,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Trampolin","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d3f,492454,POINT (16.268388704078333 48.196221575702594),PA Cossmanngasse,14,"Basketball, Fußball, Rutschen, Sandspielen, Schaukeln, Skaten, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Skaterpark",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d3e,492455,POINT (16.27407029923169 48.180883939004154),PA Roter Berg,,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d3d,492456,POINT (16.26883367263404 48.18239335358694),PA Roter Berg,13,"Balancieren, Drehen, Fitness, Hüpfen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d3c,492457,POINT (16.275794468482786 48.18054603929721),PA Roter Berg,13,"Fitness, Fußball, Rodelhügel","Ballspielplatz, Generationenspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d3b,492458,POINT (16.355752024945875 48.20374775151946),Gutenbergpark,7,"Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d3a,492459,POINT (16.385326418847427 48.250204841657826),Donauinsel Spielplatz 2,21,"Hängematte, Karussell, Klettern, Rutschen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d39,492460,POINT (16.398967965928104 48.15086655836444),Kurpark Oberlaa,10,"Beachvolleyball, Brettspiel, Hüpfen, Klangspiel, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Sinnesspiel, Skaten, Tischtennis, Wippen","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d38,492461,POINT (16.40534729840566 48.148423194546865),Kurpark Oberlaa,10,"Drehen, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Seilbahn, Sinnesspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d37,492462,POINT (16.405204470580152 48.14741648512918),Kurpark Oberlaa,10,"Brettspiel, Tischfußball, Tischtennis","Ballspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d36,492463,POINT (16.39977887809974 48.146750815955265),Kurpark Oberlaa,10,Labyrinth,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d35,492465,POINT (16.37802303288233 48.16664786990061),Hebbelpark,10,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d34,492466,POINT (16.368548752049385 48.1709052283531),PA Paltramplatz,10,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d33,492467,POINT (16.360500352934295 48.17691479326117),Alois-Greb-Park,10,"Basketball, Fußball, Klettern, Sandspielen, Schaukeln, Seilbahn, Spieltier, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d32,492468,POINT (16.335021589433165 48.22672914032358),Ebner-Eschenbach-Park,18,"Basketball, Fußball, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Spielhaus, Themenspiel Zauberwald, WIppen, Wasserspiel","Ballspielkäfig, Kleinkinderspielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d31,492469,POINT (16.318373441391735 48.18925835252995),Auer-Welsbach-Park,15,"Balancieren, Basketball, Fitness, Klettern, Rutschen, Sand - Matsch, Schaukeln, Spielhaus, Tischtennis, Volleyball, Wasserspiel, Wippen","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d30,492470,POINT (16.318662697896052 48.18688806528223),Auer-Welsbach-Park,15,"Boccia, Slackline","Ballspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d2f,492471,POINT (16.26149277428126 48.19244463818845),Hackinger-Schloß-Park,13,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d2e,492472,POINT (16.260567357494594 48.19334414595537),Hackinger-Schloß-Park,13,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d2d,492473,POINT (16.357612700234633 48.25215549328045),Rothschildgarten,19,"Rutschen, Sandspielen, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d2c,492474,POINT (16.35817496111398 48.25147035153194),Rothschildgarten,19,Steetball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d2b,492475,POINT (16.327089583437264 48.18988278420972),Ernestine-Diwisch-Park,15,"Karussell, Klettern, Rutschen, Sandspielen, Spieltier, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d2a,492476,POINT (16.3381196030323 48.199753059893624),Emil-Maurer-Park,7,"Klettern, Trampolin",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d29,492477,POINT (16.33791268918021 48.20037904084809),Emil-Maurer-Park,7,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d28,492478,POINT (16.338419158002512 48.199017034578226),Emil-Maurer-Park,7,Slacklining,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d27,492479,POINT (16.33875002651201 48.198086696230945),Emil-Maurer-Park,7,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d26,492480,POINT (16.344165929853784 48.24551267982323),Strauß-Lanner-Park,19,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d25,492481,POINT (16.47207171161532 48.15716002344858),PA Muhrhoferweg,11,"Basketball, Fußball, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Spielhaus, Wasserspiel, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d24,492482,POINT (16.38599028029779 48.217111149947975),Rosa-Jochmann-Park,2,"Klettern, Rutschen, Sandspielen, Schaukeln","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d23,492483,POINT (16.353884394114733 48.147898739773964),PA Neilreichgasse,23,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d22,492484,POINT (16.362486158949633 48.187804346571504),Rudolf-Sallinger-Park,5,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Streetball, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d21,492485,POINT (16.334079885247593 48.205792579185506),PA Ludo-Hartmann-Platz,16,"Balancieren, Basketball, Drehen, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Themenspiel Mäusespielplatz, Tischtennis, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d20,492486,POINT (16.439565736326344 48.2677890338398),PA Großfeldstraße,21,Fußball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d1f,492487,POINT (16.36068884904929 48.27129526628947),Rechter Donaudamm Spielplatz 8,19,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d1e,492488,POINT (16.36139380628192 48.27086645374907),Rechter Donaudamm Spielplatz 8,19,"Klettertrüme, Rutsche, Sandkiste, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d1d,492489,POINT (16.344967441910953 48.180040226151405),Paula-von-Mirtow-Park,12,"Sand-Matsch, Sandspielen, Wasserspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d1c,492490,POINT (16.439625229960004 48.15696256966386),GA Feuerhalle Simmering,11,"Basketball, Beachvolleyball",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d1b,492491,POINT (16.44173965630085 48.15608278954814),GA Feuerhalle Simmering,11,"Basketball, Skaten","Ballspielplatz, Skaterpark",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d1a,492492,POINT (16.375622636470887 48.178328050822685),PA Keplerplatz,10,"Klettern, Rutschen, Sandspielen, Schaukeln, Streetball, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d19,492493,POINT (16.40137211984817 48.19310813609623),Pauluspark,3,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d18,492494,POINT (16.326910606529303 48.15899904111839),PA Schöpfwerk,12,"Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d17,492495,POINT (16.37750597747125 48.14779172554832),PA Per-Albin-Hansson-Straße,10,"Beachvolleyball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d16,492496,POINT (16.37627440959255 48.14817434753446),PA Per-Albin-Hansson-Straße,10,"Klettern, Rutschen, Schaukeln, Spielhaus",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d15,492497,POINT (16.378299493241407 48.1482877341585),PA Per-Albin-Hansson-Straße,10,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d14,492498,POINT (16.392205434355084 48.243710367363455),Donauinsel Spielplatz 5,21,"Beachvolleyball, Fußball",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d13,492499,POINT (16.416715276648073 48.22284436950578),Donauinsel Spielplatz 5,22,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d12,492500,POINT (16.35524561688282 48.23122932419695),PA Latschkagasse,9,"Klettern, Rutschen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d11,492501,POINT (16.273376042524724 48.17596362509151),Hugo-Pepper-Park,13,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d10,492502,POINT (16.373760656029994 48.234324310226455),Jakob-Winter-Park,20,"Basketball, Klettern, Reck, Rutschen, Schaukeln, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d0f,492503,POINT (16.36583180542061 48.16163838041364),PA Kornauthgasse,10,"Klettern, Rutschen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d0e,492504,POINT (16.348773433241618 48.21691530073201),Viktor-Frankl-Park,9,"Balancieren, Klettern, Sandspielen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d0d,492464,POINT (16.40287729680062 48.14623377204155),Kurpark Oberlaa,10,Rodelhügel,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d0c,492505,POINT (16.505465684395965 48.22675657345961),Seepark,22,"Balancieren, Boccia, Klettern, Tischtennis, Trampolin, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d0b,492506,POINT (16.505754712803355 48.22761130303971),Seepark,22,Klettern,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d0a,492507,POINT (16.50700365702036 48.22616933031946),Seepark,22,"Hängematte, Karussell, Klettern, Rutschen, Schaukeln, Spielhaus",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d09,492508,POINT (16.50862399026421 48.22605547255684),Seepark,22,"Klettern, Skaten","Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d08,492509,POINT (16.37829402243882 48.23988088879333),PA Stromstraße,20,"Karussell, Rutschen, Schaukeln, Streetball, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d07,490607,POINT (16.315117208629303 48.20642847183363),Rohrauerpark,15,"Balancieren, Basketball, Fußball, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis","Ballspielkäfig, Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d06,490608,POINT (16.375873856753994 48.25056914078959),PA Luntzgasse,20,"Rutschen, Sandspielen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d05,492225,POINT (16.384502189754265 48.176046792941705),Mundypark,10,"Basketball, Fußball, Schaukeln, Tischtennis","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d04,492226,POINT (16.33323839446721 48.19448847773008),PA Friedrichsplatz,15,Spieltier,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d03,492227,POINT (16.449048637383026 48.26910953476362),Hedwig-und-Johann-Schneider-Park,21,"Balancieren, Fußball, Hängematte, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d02,492228,POINT (16.40246449285417 48.205692683443985),Prater,2,"Beachvolleyball, Fitness","Ballspielplatz, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d01,492229,POINT (16.406251237558077 48.20405327436407),Prater,2,"Balancieren, Drehen, Klettern, Rodelhügel, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Seilbahn, Spieltier, Wasserspiel","Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d00,492230,POINT (16.40605152512735 48.20610425517788),Prater,2,"Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Tischtennis","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-cff,490606,POINT (16.388726622409877 48.266718293625175),Franz-Polly-Park,21,"Klettern, Rutschen, Sand-Matsch, Schaukeln, Wasserspiel, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-cfe,492231,POINT (16.401829512915633 48.21098770391188),Prater,2,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-cfd,492232,POINT (16.400361717154073 48.212158333839504),Prater,2,"BMX, Beachvolleyball, Drehen, Fitness, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Slackline, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-cfc,492233,POINT (16.398927182596704 48.21421439913451),Prater,2,"Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-cfb,492234,POINT (16.399121288941995 48.213065229379765),Prater,2,"Hängematte, Klettern",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-cfa,492235,POINT (16.40128526022112 48.21312018693774),Prater,2,"Balancieren, Hüpfen, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-cf9,492236,POINT (16.406253028152083 48.210975078008836),Prater,2,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-cf8,492237,POINT (16.417497781829823 48.203188426256354),Prater,2,"Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
