FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,SPIELPLATZ_DETAIL,TYP_DETAIL,SE_ANNO_CAD_DATA
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-eaf,492873,POINT (16.44406605948241 48.28639822121716),Josef-Grössing-Park,21,"Basketball, Fußball, Klettern, Rutschen, Schaukeln, Seilbahn, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-eae,492874,POINT (16.33434932088601 48.22121744174314),GA Dornerplatz,17,"Drehen, Trampolin, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ead,492875,POINT (16.418173788798022 48.23192238208376),PA Am Kaiserwasser,22,"Balancieren, Karussell, Klettern, Schaukeln, Spielhaus, Themenspiel Kontinente-Spielplatz, Wippen",Themenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-eac,492876,POINT (16.419357031884562 48.23149185626038),PA Am Kaiserwasser,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-eab,492877,POINT (16.4055149012346 48.274186098979165),PA Thomagasse,21,"Fußball, Hockey",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-eaa,492878,POINT (16.406067043611117 48.2748296896291),PA Thomagasse,21,Themenspiel Robinson - Steg,Themenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ea9,492879,POINT (16.457190133796313 48.214158894551986),PA Am Mühlwasser,22,"Basketball, Fußball, Klettern, Rutschen, Sandkiste mit Sonnenschutz, Schaukeln, Seilbahn, Skaten, Themenspiel Schiffmühlenspielplatz, Tischtennis, Wippen","Ballspielplatz, Skaterpark, Spielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ea8,492880,POINT (16.318190596835997 48.21453112877289),PA Familienplatz,16,"Balancieren, Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ea7,492881,POINT (16.483481521519984 48.28073443251754),PA Kaspargasse,22,"Fußball, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ea6,492510,POINT (16.386019232610746 48.185027429208496),Schweizergarten,3,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ea5,492511,POINT (16.38714832384209 48.18644874489633),Schweizergarten,3,"Drehen, Klettern, Rodelhügel, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wasserspiel, Wippen","Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ea4,492512,POINT (16.38725828539596 48.18753384629539),Schweizergarten,3,"Fitness, Slacklining, Tischtennis, Trampolin","Ballspielplatz, Generationenspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ea3,492513,POINT (16.38903188192553 48.18773601165961),Schweizergarten,3,"Drehen, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ea2,492514,POINT (16.275175890630464 48.13728957380518),Herbert-Mayr-Park,23,"Fitness, Fußball, Hüpfen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Skaten, Spielhaus, Wippen","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ea1,492515,POINT (16.337834531147102 48.193486849507025),PA Maria vom Siege,15,Balancieren,Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-ea0,492516,POINT (16.434398885290065 48.28774347091194),PA Grellgasse,21,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e9f,492517,POINT (16.33368754890798 48.186575568685704),Ignaz-Kuranda-Park,15,"Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e9e,492518,POINT (16.32591450706301 48.188625286457906),Braunhirschenpark,15,"Balancieren, Basketball, Fitness, Fußball, Klettern, Rutschen, Schaukeln, Wippen","Ballspielkäfig, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e9d,492519,POINT (16.342322022587517 48.19381413854641),Minna-Lachs-Park,6,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e9c,492520,POINT (16.352517547469013 48.153320370161694),Johann-Benda-Park,10,"Drehen, Klettern, Matschbereich, Rutschen, Sandkiste, Schaukeln, Seilbahn",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e9b,492521,POINT (16.353842027356954 48.15328169408713),Johann-Benda-Park,10,Beachvolleyball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e9a,492522,POINT (16.356416018456528 48.1531715737692),Johann-Benda-Park,10,"Klettern, Rutschen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e99,492523,POINT (16.355170616916773 48.18125169928619),PA Leopold-Rister-Gasse,5,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e98,492524,POINT (16.370574941746387 48.199292864457966),Resselpark,4,"Basketball, Fußball",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e97,492525,POINT (16.369518097055288 48.19946818905499),Resselpark,4,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e96,492526,POINT (16.371664786777195 48.19946608600524),Resselpark,4,", Drehen, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e95,492527,POINT (16.35913932392217 48.24006963855242),PA Weilgasse,19,"Balancieren, Fitness, Wippen","Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e94,492528,POINT (16.349941158913033 48.18594859292899),Einsiedlerpark,5,"Balancieren, Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Streetball, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e93,492529,POINT (16.351289063150062 48.1702908067507),Wasserspielplatz Wasserturm,10,"Fitness, Tischtennis, Volleyball","Ballspielplatz, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e92,492530,POINT (16.352194575425937 48.16940367117368),Wasserspielplatz Wasserturm,10,"Sand-Matsch, Sandspielen, Schaukeln, Wasserspiel",Wasserspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e91,492531,POINT (16.41542401052569 48.17929895681902),PA Eisteichstraße,11,"Basketball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e90,492532,POINT (16.331651281852896 48.19065107322444),Rosa-Barach-Park,15,Streicheltier,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e8f,492533,POINT (16.31589369187516 48.2258041866229),GA Alszeile,17,"Brettspiel, Fitness",Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e8e,492534,POINT (16.401559315923205 48.1972668226326),Kardinal-Nagl-Park,3,"Balancieren, Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e8d,492535,POINT (16.454581603769945 48.26805400848373),PA Seyringer Straße,21,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e8c,492536,POINT (16.37662091094321 48.20177627904947),PA Beethovenplatz,1,"Basketball, Tischtennis","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e8b,492537,POINT (16.384836367679192 48.21780494697245),Odeonpark,2,"Balancieren, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Streetball, Trampolin, Volleyball, Wasserspiel","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e8a,492538,POINT (16.363789514621992 48.19636957145705),Planquadrat Park,4,"BMX, Balancieren, Karussell, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e89,492539,POINT (16.392448200621885 48.14009249628088),Hubert-Blamauer-Park,10,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Trampolin, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e88,492540,POINT (16.52201865932754 48.21326801907123),PA Colerusgasse,22,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e87,492541,POINT (16.420831588906974 48.179471698689966),PA Simoningplatz,11,Sandspielen,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e86,492542,POINT (16.29695119129787 48.168472943221516),GA Defreggerstraße,12,"Karussell, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e85,492543,POINT (16.3848432732119 48.21319674386927),Veza-Canetti-Park,2,"Balancieren, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Wasserspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e84,492544,POINT (16.448509736416867 48.24864953255759),PA Kagraner Platz,22,"Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e83,492545,POINT (16.395026929677943 48.14658693842058),PA Johann-Pölzer-Gasse,10,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e82,492546,POINT (16.30866800207196 48.24105418045819),Pötzleinsdorfer Schloßpark,18,"Basketball, Beachvolleyball, Fußball, Karussell, Klettern, Reck, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Seilbahn, Spieltier, Trampolin, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e81,492547,POINT (16.30205053128785 48.243156023751695),Pötzleinsdorfer Schloßpark,18,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e80,492548,POINT (16.391349657525797 48.28949717935038),PA Mühlweg,21,"Drehen, Fußball, Hängematte, Karussell, Klettern, Rutschen, Sand-Matsch, Schaukeln, Skaten, Wasserspiel, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e7f,492549,POINT (16.40764296423819 48.23425295625676),Linker Donaudamm Spielplatz 1,22,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e7e,492550,POINT (16.422524711618145 48.27576846564873),PA Pfendlergasse,21,"Fitness, Fußball","Ballspielplatz, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e7d,492551,POINT (16.41978997978831 48.132243276647536),PA Klederinger Straße,10,"Klettern, Rutschen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e7c,492552,POINT (16.412738761814705 48.277658600396514),PA Berzeliusgasse,21,"Basketball, Fußball, Klettern, Schaukeln, Wasserspiel, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e7b,492553,POINT (16.423552210459093 48.258977245924164),Hans-Hirsch-Park,21,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e7a,492554,POINT (16.481131557783254 48.24117068888378),PA Ziegelhofstraße,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e79,492555,POINT (16.462282989463045 48.15765955715432),Hofgartel,11,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e78,492556,POINT (16.462481195579773 48.15625836371081),Hofgartel,11,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e77,492557,POINT (16.462531208097786 48.15495505209603),Hofgartel,11,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e76,492558,POINT (16.344812539972082 48.19937851482734),Marianne-Fritz-Park,7,"Klettern, Sandspielen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e75,492559,POINT (16.33136142107254 48.182499314454454),Anton-Krutisch-Park,12,"Drehen, Rutschen, Sandspielen, Schaukeln, Spieltier",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e74,492560,POINT (16.343360491909714 48.187624152544444),Bruno-Kreisky-Park,5,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e73,492561,POINT (16.34435531224704 48.188134445541166),Bruno-Kreisky-Park,5,"Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Themenspiel Mädchenpark, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e72,492562,POINT (16.369198356779414 48.226299641193506),PA Gaußplatz,20,"Basketball, Rutschen, Sand-Matsch, Schaukeln, Wasserspiel, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e71,492563,POINT (16.416727651764916 48.21590609203024),PA Offenbachgasse,2,"Balancieren, Rutschen, Sand-Matsch, Schaukeln, Seilbahn, Trampolin, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e70,492564,POINT (16.31875917039016 48.24575167964537),PA Kliergasse,19,"Basketball, Fußball, Karussell, Klettern, Rutschen, Schaukeln, Tischtennis","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e6f,492565,POINT (16.412702270952565 48.23006804089037),Linker Donaudamm Skaterpark (MA 45),22,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e6e,492566,POINT (16.32790196129631 48.21260397704419),Karl-Hodina-Park,16,Spieltier,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e6d,492567,POINT (16.334661647563628 48.21887729285121),Frederic-Morton-Park,17,"Balancieren, Klettern, Malen, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e6c,492568,POINT (16.389464651656386 48.29529629955012),Helma-Pavlis-Park,21,"Drehen, Karussell, Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e6b,492569,POINT (16.344011485018378 48.193800763839974),Vinzenz-von-Paul-Park,6,"Fitnessgerät, Sandspielen, Wasserspiel","Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e6a,492570,POINT (16.41442619059325 48.21944628216849),Rechter Donaudamm Spielplatz 1,2,Fußball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e69,492571,POINT (16.374484946494707 48.21574899549351),Vorkai - Schiffamtsufer,2,"Hängematte, Karussell, Klettern, Rutschen, Schaukeln, Spielhaus, Trampolin",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e68,492572,POINT (16.352567889510514 48.147476409813635),Hans-Dunkl-Park,,"Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e67,492573,POINT (16.313042434008192 48.220343019001625),Else-Federn-Park,16,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e66,492574,POINT (16.351757204487996 48.16595511655424),Otto-Benesch-Park,10,"Karussell, Klettern, Sandspielen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e65,492575,POINT (16.40800394702167 48.13494641923378),Piratenspielplatz,10,"Balancieren, Hängematte, Karussell, Rutschen, Schaukeln, Spielhaus, Themenspielplatz, Wasserspiel, Wippen",Wasserspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e64,492576,POINT (16.382489798702466 48.1995135289217),Modenapark,3,"Basketball, Fußball, Hüpfen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e63,492577,POINT (16.364585682275948 48.23472427812235),Anton-Kummerer-Park,20,"Basketball, Fitness, Fußball, Hängematte, Karussell, Klettern, Reck, Sandspielen, Schaukeln, Tischtennis","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e62,492578,POINT (16.441134031781885 48.24089189312337),PA Bernoullistraße,22,"Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e61,492579,POINT (16.329093405284116 48.190263037504316),Dadlerpark,15,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippe","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e60,492580,POINT (16.280091914225487 48.13955836464262),Margarete-Ottillinger-Park,23,"Klettern, Rutschen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e5f,492581,POINT (16.280267750513847 48.138825545188695),Margarete-Ottillinger-Park,23,"Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e5e,492582,POINT (16.300138389330595 48.17772434354868),Maxingpark,13,Sandspielen,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e5d,492583,POINT (16.371424243837836 48.173146100572396),Arthaberpark,10,"Basketball, Drehen, Fußball, Hängematte, Klettern, Reck, Sand-Matsch, Schaukeln, Tischtennis, Volleyball, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e5c,492584,POINT (16.390537383805032 48.24623144856005),Donauinsel Spielplatz 3,21,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e5b,492585,POINT (16.298673123293913 48.19670031346563),GA Rottstraße,14,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e5a,492586,POINT (16.372203585593027 48.218279976963956),Wilhelm-Kienzl-Park,2,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e59,492587,POINT (16.311375535881115 48.19603313646312),Reinlpark,14,"Basketball, Fußball, Klettern, Malen, Rutschen, Sandspielen, Schaukel, Schaukeln, Volleyball","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e58,492588,POINT (16.362571526260247 48.22699827265558),GA Spittelauer Platz,9,"Klettern, Rutschen, Schaukeln, Spieltier, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e57,492589,POINT (16.381884093638515 48.239687473423835),PA Durchlaufstraße,20,"Balancieren, Brettspiel, Klettern, Rutschen, Sand-Matsch, Schaukeln, Themenspiel Burg, Wasserspiel",Themenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e56,492590,POINT (16.3640281233279 48.15213833738828),PA Laxenburger Straße,10,"Klettern, Rutschen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e55,492591,POINT (16.399068998557983 48.194210671435584),Joe-Zawinul-Park,3,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Streetball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e54,492592,POINT (16.379593876793354 48.176518849645895),PA Wielandplatz,10,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Streetball, Tischtennis, Trampolin, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e53,492593,POINT (16.314777297834837 48.23202184044007),PA Herbeckstraße,17,"Klettern, Rutschen, Sandspielen, Schaukeln","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e52,492595,POINT (16.411749034408263 48.248813885582855),PA Mühlschüttelgasse (MA 45),21,"Klettern, Rutschen, Schaukeln","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e51,492596,POINT (16.37646660076417 48.232066207832965),Sachsenpark,20,"Basketball, Brettspiel, Fitness, Fußball, Karussell, Klettern, Sandspielen, Schaukeln, Seilbahn, Sinnesspiel, Wippen","Ballspielkäfig, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e50,492597,POINT (16.369085932252357 48.221569707791055),Wettsteinpark,2,"Klettern, Rutschen, Sandspielen, Schaukeln, Spieltier",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e4f,492598,POINT (16.345428879406494 48.20882377713594),Tigerpark,8,"Balancieren, Reck, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e4e,492599,POINT (16.313131408305086 48.14830209401519),PA Alma-Seidler-Weg,23,"Basketball, Beachvolleyball, Fitness, Fußball, Karussell, Klettern, Sandspielen, Schaukeln, Skaten, Spielhaus, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e4d,492600,POINT (16.340392512786288 48.1955747943993),GA Christian-Broda-Platz,6,"Drehen, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e4c,492601,POINT (16.442028392323415 48.16124949349189),Schloß Neugebäude - Unterer Garten,11,"Balancieren, Fitness, Klettern, Rutschen, Sandspielen, Schaukeln","Generationenspielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e4b,492602,POINT (16.44343254901889 48.161081229016084),Schloß Neugebäude - Unterer Garten,11,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Themenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e4a,492603,POINT (16.471853090821146 48.15992922270222),Hans-Paulas-Park,11,"Balancieren, Klettern, Rutschen, Sand-Matsch, Schaukeln, Wasserspiel",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e49,492604,POINT (16.34881287738486 48.24574188624229),Saarpark,19,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e48,492605,POINT (16.3924276312321 48.203504139729446),Grete-Jost-Park,3,"Hängematte, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e47,492606,POINT (16.267300905498434 48.161329775211435),Napoleonwald,13,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e46,492607,POINT (16.268709137797007 48.161043261506435),Napoleonwald,13,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e45,492608,POINT (16.379157590006688 48.15249119096934),PA Rädda-Barnen-Platz,10,"Klettern, Rutschen, Sandkasten, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e44,492609,POINT (16.3287712728713 48.20721573632506),GA Koppstraße,16,Wippen,Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e43,492610,POINT (16.327346112204506 48.20992982585372),Richard-Wagner-Park,16,"Basketball, Fitness, Fußball, Hüpfen, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e42,492611,POINT (16.332052998594655 48.194265758323695),PA Rosinagasse,15,"Klettern Rutschen, Sandspielen, Schaukenl, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-e41,492612,POINT (16.421750865633356 48.28026220599331),PA Carabelligasse,21,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
